event_id,shipment_id,truck_id,customer_id,origin,destination,event_type,status,delay_minutes,distance_km,event_ts
E00012306,S0003953,T00073,C00969,Pune,Mumbai,delayed,delayed,2,1553.15,2026-01-26T16:14:00
E00031771,S0007009,T00110,C00584,Jaipur,Bengaluru,at_hub,at_hub,40,999.36,2026-01-26T16:14:00
E00002784,S0006558,T00213,C00147,Surat,Surat,delayed,delayed,180,745.01,2026-01-26T16:14:00
E00005059,S0002312,T00037,C00656,Bengaluru,Hyderabad,at_hub,delayed,39,334.8,2026-01-26T16:15:00
E00023941,S0000296,T00507,C00698,Ahmedabad,Pune,delayed,delayed,176,540.18,2026-01-26T16:18:00
E00029585,S0007959,T00004,C00787,Pune,Pune,picked_up,delayed,2,894.29,2026-01-26T16:23:00
E00032222,S0005783,T00051,C00214,Surat,Mumbai,delayed,delayed,55,314.99,2026-01-26T16:24:00
E00042948,S0003353,T00367,C00339,Ahmedabad,Surat,picked_up,delayed,14,1782.03,2026-01-26T16:24:00
E00015028,S0004684,T00121,C00187,Surat,Mumbai,delayed,delayed,180,2272.91,2026-01-26T16:29:00
E00045910,S0002684,T00234,C00186,Hyderabad,Ahmedabad,picked_up,at_hub,34,1282.51,2026-01-26T16:38:00
E00020096,S0006189,T00003,C00487,Mumbai,Pune,in_transit,at_hub,12,2007.51,2026-01-26T16:41:00
E00037472,S0001308,T00056,C00386,Mumbai,Hyderabad,in_transit,delayed,32,2097.72,2026-01-26T16:45:00
E00014686,S0005766,T00265,C00905,Hyderabad,Ahmedabad,at_hub,at_hub,14,352.67,2026-01-26T16:45:00
E00031769,S0004025,T00020,C00766,Pune,Surat,delayed,delayed,16,1480.34,2026-01-26T16:48:00
E00008011,S0006396,T00357,C00260,Ahmedabad,Pune,at_hub,delayed,21,1586.03,2026-01-26T17:04:00
E00016386,S0004070,T00244,C00066,Bengaluru,Bengaluru,delayed,delayed,31,2493.88,2026-01-26T17:04:00
E00014804,S0003820,T00539,C00877,Surat,Mumbai,delivered,delayed,7,964.35,2026-01-26T17:09:00
E00040467,S0001184,T00219,C00002,Bengaluru,Ahmedabad,picked_up,on_time,41,1289.46,2026-01-26T17:10:00
E00034544,S0000590,T00165,C00694,Ahmedabad,Surat,delivered,delayed,32,370.32,2026-01-26T17:13:00
E00034147,S0004193,T00592,C00259,Surat,Delhi,at_hub,delayed,18,1155.11,2026-01-26T17:13:00
E00043959,S0003089,T00359,C00002,Pune,Pune,picked_up,delayed,4,2280.77,2026-01-26T17:18:00
E00021194,S0002327,T00587,C00352,Surat,Hyderabad,delivered,at_hub,11,2010.77,2026-01-26T17:22:00
E00030978,S0002540,T00054,C00178,Delhi,Bengaluru,in_transit,at_hub,15,420.15,2026-01-26T17:26:00
E00024690,S0000619,T00086,C00747,Mumbai,Hyderabad,delivered,at_hub,25,1130.9,2026-01-26T17:29:00
E00048707,S0007157,T00054,C00949,Bengaluru,Jaipur,picked_up,at_hub,7,122.66,2026-01-26T17:31:00
E00036701,S0004449,T00577,C00877,Bengaluru,Jaipur,delivered,delayed,28,2318.52,2026-01-26T17:33:00
E00019309,S0005230,T00056,C00545,Delhi,Surat,picked_up,on_time,19,1110.03,2026-01-26T17:34:00
E00006624,S0002708,T00032,C00681,Bengaluru,Hyderabad,in_transit,at_hub,0,2419.92,2026-01-26T17:37:00
E00049613,S0003211,T00129,C00881,Bengaluru,Mumbai,picked_up,at_hub,31,2398.15,2026-01-26T17:37:00
E00032153,S0001684,T00412,C00595,Mumbai,Surat,delayed,delayed,92,229.27,2026-01-26T17:37:00
E00007887,S0006598,T00004,C01000,Hyderabad,Bengaluru,in_transit,delayed,4,1021.47,2026-01-26T17:39:00
E00046460,S0007837,T00418,C00556,Surat,Pune,in_transit,delayed,36,696.05,2026-01-26T17:48:00
E00031212,S0003810,T00049,C00655,Jaipur,Mumbai,delivered,delayed,36,103.57,2026-01-26T17:48:00
E00009351,S0003180,T00142,C00601,Hyderabad,Ahmedabad,delivered,on_time,20,896.59,2026-01-26T17:50:00
E00044488,S0007515,T00547,C00142,Pune,Bengaluru,picked_up,delayed,30,1538.23,2026-01-26T17:53:00
E00009087,S0000888,T00354,C00859,Surat,Bengaluru,at_hub,delayed,19,718.49,2026-01-26T17:55:00
E00035530,S0003233,T00463,C00856,Ahmedabad,Pune,delivered,delayed,45,1090.59,2026-01-26T17:56:00
E00043597,S0006459,T00371,C00063,Surat,Hyderabad,picked_up,delayed,21,1895.73,2026-01-26T18:02:00
E00028167,S0006888,T00289,C00142,Bengaluru,Hyderabad,at_hub,at_hub,39,1916.83,2026-01-26T18:06:00
E00039110,S0002252,T00423,C00857,Mumbai,Bengaluru,delivered,on_time,43,868.99,2026-01-26T18:06:00
E00033349,S0003662,T00345,C00415,Hyderabad,Delhi,delivered,delayed,14,1503.33,2026-01-26T18:06:00
E00033476,S0007887,T00539,C00861,Delhi,Ahmedabad,at_hub,delayed,33,155.05,2026-01-26T18:07:00
E00039688,S0000959,T00527,C00525,Surat,Jaipur,delayed,delayed,89,1039.21,2026-01-26T18:09:00
E00036542,S0007259,T00372,C00230,Bengaluru,Bengaluru,in_transit,on_time,35,2316.76,2026-01-26T18:10:00
E00018070,S0002642,T00542,C00669,Surat,Pune,in_transit,at_hub,21,1914.34,2026-01-26T18:11:00
E00047838,S0003762,T00394,C00563,Mumbai,Ahmedabad,delivered,on_time,43,1898.07,2026-01-26T18:15:00
E00001179,S0000436,T00501,C00314,Delhi,Surat,delayed,delayed,32,883.88,2026-01-26T18:15:00
E00026191,S0006397,T00513,C00402,Bengaluru,Hyderabad,in_transit,delayed,35,1659.29,2026-01-26T18:17:00
E00019223,S0002299,T00130,C00442,Mumbai,Surat,picked_up,on_time,34,609.1,2026-01-26T18:21:00
E00041858,S0002686,T00293,C00239,Bengaluru,Delhi,delivered,delayed,38,2034.98,2026-01-26T18:23:00
E00001290,S0001885,T00254,C00035,Jaipur,Mumbai,at_hub,delayed,1,1639.91,2026-01-26T18:25:00
E00033913,S0002986,T00420,C00912,Surat,Surat,in_transit,on_time,7,1471.74,2026-01-26T18:27:00
E00013009,S0006947,T00314,C00167,Hyderabad,Surat,delivered,at_hub,40,926.79,2026-01-26T18:28:00
E00006519,S0007022,T00554,C00361,Mumbai,Jaipur,delayed,delayed,25,1838.18,2026-01-26T18:28:00
E00007912,S0001913,T00325,C00038,Ahmedabad,Ahmedabad,in_transit,on_time,31,1784.51,2026-01-26T18:29:00
E00014188,S0003175,T00159,C00940,Bengaluru,Jaipur,at_hub,on_time,23,406.28,2026-01-26T18:30:00
E00008003,S0000322,T00556,C00089,Surat,Delhi,delivered,on_time,14,859.9,2026-01-26T18:30:00
E00030479,S0002134,T00136,C00120,Delhi,Surat,picked_up,on_time,4,171.4,2026-01-26T18:31:00
E00010023,S0002146,T00580,C00875,Bengaluru,Delhi,delayed,delayed,150,935.66,2026-01-26T18:35:00
E00028983,S0007203,T00181,C00125,Hyderabad,Hyderabad,in_transit,at_hub,24,1237.86,2026-01-26T18:36:00
E00023687,S0001981,T00341,C00693,Surat,Delhi,delayed,delayed,165,1114.13,2026-01-26T18:37:00
E00022662,S0003312,T00512,C00710,Delhi,Mumbai,picked_up,on_time,0,1879.82,2026-01-26T18:43:00
E00018647,S0005398,T00166,C00631,Jaipur,Surat,at_hub,on_time,5,223.03,2026-01-26T18:49:00
E00009106,S0005014,T00052,C00850,Delhi,Pune,in_transit,at_hub,42,2127.26,2026-01-26T18:56:00
E00007730,S0006012,T00120,C00817,Jaipur,Hyderabad,at_hub,at_hub,2,9.82,2026-01-26T19:00:00
E00032440,S0007921,T00410,C00100,Delhi,Bengaluru,picked_up,delayed,24,1451.22,2026-01-26T19:11:00
E00048884,S0006779,T00314,C00323,Bengaluru,Ahmedabad,delivered,at_hub,1,1937.06,2026-01-26T19:12:00
E00033957,S0005344,T00357,C00515,Bengaluru,Bengaluru,delayed,delayed,68,1249.36,2026-01-26T19:15:00
E00019008,S0002839,T00465,C00508,Ahmedabad,Delhi,picked_up,delayed,40,1186.04,2026-01-26T19:24:00
E00012688,S0003678,T00233,C00025,Bengaluru,Bengaluru,delayed,delayed,45,1462.73,2026-01-26T19:24:00
E00021853,S0006359,T00110,C00530,Surat,Hyderabad,picked_up,delayed,33,1477.66,2026-01-26T19:31:00
E00031850,S0000475,T00190,C00786,Mumbai,Mumbai,picked_up,on_time,43,457.2,2026-01-26T19:32:00
E00001874,S0007868,T00426,C00939,Delhi,Pune,delayed,delayed,31,982.44,2026-01-26T19:38:00
E00032683,S0000869,T00347,C00302,Pune,Delhi,delayed,delayed,114,340.81,2026-01-26T19:39:00
E00027600,S0003223,T00223,C00415,Mumbai,Delhi,at_hub,on_time,30,2293.38,2026-01-26T19:41:00
E00034066,S0004170,T00594,C00717,Jaipur,Pune,delayed,delayed,52,2461.05,2026-01-26T19:45:00
E00039861,S0001864,T00194,C00874,Bengaluru,Delhi,at_hub,on_time,16,1364.04,2026-01-26T19:46:00
E00006135,S0003718,T00102,C00788,Hyderabad,Ahmedabad,delayed,delayed,174,1565.49,2026-01-26T19:57:00
E00014279,S0007772,T00542,C00076,Hyderabad,Jaipur,picked_up,on_time,27,1931.26,2026-01-26T19:58:00
E00025051,S0004243,T00453,C00941,Surat,Bengaluru,at_hub,at_hub,18,1514.91,2026-01-26T20:01:00
E00014571,S0000774,T00591,C00333,Surat,Surat,picked_up,delayed,32,942.37,2026-01-26T20:03:00
E00032550,S0003909,T00345,C00331,Hyderabad,Delhi,delivered,delayed,12,155.16,2026-01-26T20:03:00
E00028333,S0002486,T00457,C00696,Pune,Hyderabad,in_transit,at_hub,35,1001.2,2026-01-26T20:06:00
E00033633,S0006206,T00344,C00517,Pune,Pune,delayed,delayed,101,1284.33,2026-01-26T20:06:00
E00040322,S0007363,T00261,C00875,Ahmedabad,Mumbai,delayed,delayed,33,2069.67,2026-01-26T20:09:00
E00031178,S0004570,T00152,C00265,Ahmedabad,Jaipur,delayed,delayed,173,1261.76,2026-01-26T20:10:00
E00002951,S0002276,T00483,C00335,Ahmedabad,Pune,picked_up,delayed,34,2499.81,2026-01-26T20:12:00
E00000807,S0004192,T00566,C00320,Bengaluru,Ahmedabad,in_transit,on_time,5,74.59,2026-01-26T20:14:00
E00004349,S0004303,T00371,C00857,Mumbai,Hyderabad,in_transit,at_hub,27,1146.65,2026-01-26T20:18:00
E00030554,S0002510,T00373,C00424,Ahmedabad,Ahmedabad,picked_up,delayed,29,417.95,2026-01-26T20:19:00
E00026470,S0006911,T00332,C00779,Delhi,Bengaluru,delayed,delayed,155,2495.35,2026-01-26T20:27:00
E00007685,S0001570,T00323,C00968,Delhi,Delhi,delayed,delayed,132,839.21,2026-01-26T20:31:00
E00021389,S0003785,T00072,C00351,Bengaluru,Surat,delayed,delayed,20,2445.11,2026-01-26T20:37:00
E00030814,S0006413,T00468,C00204,Ahmedabad,Bengaluru,delivered,on_time,21,244.84,2026-01-26T20:40:00
E00017648,S0002863,T00169,C00249,Jaipur,Mumbai,in_transit,on_time,15,2292.28,2026-01-26T20:40:00
E00043071,S0007254,T00349,C00019,Jaipur,Delhi,delayed,delayed,74,2151.4,2026-01-26T20:43:00
E00022257,S0007928,T00584,C00005,Jaipur,Mumbai,picked_up,on_time,5,2460.21,2026-01-26T20:44:00
E00049088,S0006286,T00066,C00985,Delhi,Pune,delayed,delayed,8,2260.94,2026-01-26T20:45:00
E00010498,S0001907,T00520,C00151,Pune,Ahmedabad,in_transit,delayed,43,1024.73,2026-01-26T20:51:00
E00003682,S0006378,T00217,C00452,Jaipur,Delhi,picked_up,at_hub,22,2127.71,2026-01-26T20:52:00
E00033371,S0006647,T00387,C00039,Pune,Hyderabad,picked_up,delayed,43,2130.85,2026-01-26T20:52:00
E00013730,S0003771,T00559,C00519,Delhi,Delhi,at_hub,delayed,5,179.8,2026-01-26T20:53:00
E00007864,S0006128,T00324,C00452,Surat,Ahmedabad,at_hub,delayed,28,1630.2,2026-01-26T20:53:00
E00007425,S0000140,T00464,C00300,Delhi,Ahmedabad,delivered,delayed,14,1498.42,2026-01-26T20:59:00
E00038841,S0005860,T00351,C00503,Surat,Hyderabad,in_transit,delayed,25,1820.56,2026-01-26T21:02:00
E00030456,S0000686,T00144,C00330,Bengaluru,Delhi,picked_up,delayed,1,687.25,2026-01-26T21:02:00
E00037266,S0007924,T00442,C00035,Delhi,Surat,delivered,delayed,20,712.38,2026-01-26T21:04:00
E00029424,S0001313,T00384,C00211,Jaipur,Jaipur,delayed,delayed,75,2342.19,2026-01-26T21:06:00
E00033486,S0005916,T00508,C00776,Jaipur,Ahmedabad,delivered,on_time,36,1104.7,2026-01-26T21:11:00
E00023857,S0001937,T00266,C00287,Surat,Ahmedabad,in_transit,at_hub,22,898.93,2026-01-26T21:16:00
E00029003,S0003569,T00158,C00148,Delhi,Delhi,picked_up,at_hub,21,1206.98,2026-01-26T21:17:00
E00029271,S0006070,T00550,C00597,Jaipur,Bengaluru,delivered,delayed,16,684.45,2026-01-26T21:17:00
E00000710,S0000231,T00047,C00132,Bengaluru,Bengaluru,at_hub,at_hub,3,1462.0,2026-01-26T21:21:00
E00034750,S0002413,T00339,C00143,Bengaluru,Mumbai,delivered,delayed,34,1179.89,2026-01-26T21:22:00
E00024565,S0005266,T00471,C00404,Delhi,Hyderabad,picked_up,delayed,34,593.6,2026-01-26T21:27:00
E00045395,S0001303,T00414,C00066,Jaipur,Ahmedabad,delivered,on_time,0,1958.8,2026-01-26T21:27:00
E00002997,S0003393,T00226,C00934,Hyderabad,Mumbai,delayed,delayed,95,212.4,2026-01-26T21:27:00
E00039911,S0005572,T00238,C00130,Jaipur,Bengaluru,delayed,delayed,25,1838.72,2026-01-26T21:30:00
E00003803,S0001509,T00240,C00321,Mumbai,Surat,at_hub,at_hub,37,536.08,2026-01-26T21:38:00
E00026073,S0000999,T00599,C00277,Jaipur,Jaipur,at_hub,at_hub,14,1648.36,2026-01-26T21:41:00
E00014706,S0001036,T00316,C00469,Pune,Bengaluru,picked_up,delayed,18,307.62,2026-01-26T21:43:00
E00043009,S0006854,T00562,C00491,Ahmedabad,Ahmedabad,picked_up,delayed,40,1151.29,2026-01-26T21:47:00
E00042414,S0007306,T00587,C00612,Mumbai,Pune,delayed,delayed,166,1490.46,2026-01-26T21:47:00
E00037000,S0007819,T00342,C00757,Jaipur,Delhi,picked_up,on_time,44,1688.72,2026-01-26T21:54:00
E00042436,S0001835,T00323,C00022,Hyderabad,Jaipur,delivered,at_hub,22,1150.95,2026-01-26T21:57:00
E00032254,S0007150,T00210,C00150,Pune,Surat,picked_up,at_hub,19,1589.97,2026-01-26T21:58:00
E00035024,S0004943,T00515,C00959,Hyderabad,Surat,in_transit,on_time,39,1181.17,2026-01-26T22:02:00
E00020719,S0007385,T00214,C00912,Delhi,Jaipur,delivered,delayed,43,2215.3,2026-01-26T22:04:00
E00010204,S0004200,T00415,C00534,Bengaluru,Hyderabad,delayed,delayed,87,1752.14,2026-01-26T22:05:00
E00019573,S0007080,T00348,C00208,Mumbai,Hyderabad,picked_up,at_hub,31,1576.56,2026-01-26T22:06:00
E00042686,S0005782,T00283,C00815,Jaipur,Hyderabad,delayed,delayed,158,1526.58,2026-01-26T22:06:00
E00016619,S0001745,T00351,C00399,Mumbai,Hyderabad,picked_up,at_hub,32,1793.53,2026-01-26T22:09:00
E00003173,S0003677,T00059,C00324,Ahmedabad,Ahmedabad,delayed,delayed,158,270.61,2026-01-26T22:17:00
E00014218,S0006644,T00523,C00221,Bengaluru,Pune,in_transit,delayed,37,381.52,2026-01-26T22:17:00
E00049963,S0004863,T00074,C00172,Bengaluru,Delhi,at_hub,on_time,21,2283.53,2026-01-26T22:19:00
E00002527,S0002693,T00374,C00944,Delhi,Mumbai,delivered,on_time,33,519.05,2026-01-26T22:21:00
E00038500,S0006083,T00149,C00798,Mumbai,Delhi,in_transit,at_hub,29,1846.5,2026-01-26T22:22:00
E00019395,S0003338,T00019,C00964,Ahmedabad,Jaipur,in_transit,delayed,10,1517.7,2026-01-26T22:22:00
E00013714,S0000394,T00154,C00851,Delhi,Bengaluru,picked_up,delayed,15,1507.55,2026-01-26T22:25:00
E00048285,S0007832,T00502,C00037,Jaipur,Jaipur,in_transit,delayed,34,2407.53,2026-01-26T22:27:00
E00029310,S0002895,T00563,C00133,Hyderabad,Mumbai,picked_up,at_hub,18,1925.72,2026-01-26T22:27:00
E00028279,S0002641,T00341,C00637,Ahmedabad,Bengaluru,in_transit,delayed,12,551.21,2026-01-26T22:30:00
E00015947,S0000019,T00046,C00359,Mumbai,Hyderabad,in_transit,at_hub,2,578.09,2026-01-26T22:34:00
E00028685,S0003333,T00549,C00439,Delhi,Surat,delayed,delayed,130,1836.44,2026-01-26T22:40:00
E00008129,S0002048,T00022,C00485,Pune,Bengaluru,in_transit,on_time,2,1406.79,2026-01-26T22:43:00
E00013132,S0003722,T00022,C00912,Bengaluru,Surat,delayed,delayed,41,430.12,2026-01-26T22:44:00
E00011385,S0003602,T00391,C00185,Jaipur,Surat,at_hub,delayed,1,661.29,2026-01-26T22:51:00
E00008516,S0006272,T00067,C00488,Bengaluru,Bengaluru,at_hub,on_time,33,2037.76,2026-01-26T22:52:00
E00045693,S0002646,T00021,C00342,Delhi,Jaipur,delayed,delayed,63,1272.51,2026-01-26T22:52:00
E00014620,S0007764,T00080,C00867,Mumbai,Pune,in_transit,at_hub,22,1642.69,2026-01-26T22:54:00
E00008795,S0007660,T00273,C00477,Ahmedabad,Hyderabad,delayed,delayed,71,342.23,2026-01-26T22:55:00
E00009782,S0007374,T00233,C00781,Surat,Delhi,delayed,delayed,147,1758.5,2026-01-26T22:56:00
E00047612,S0003221,T00246,C00191,Jaipur,Hyderabad,in_transit,delayed,30,2312.16,2026-01-26T23:00:00
E00008797,S0007039,T00256,C00691,Pune,Pune,delayed,delayed,152,996.72,2026-01-26T23:02:00
E00038461,S0004049,T00247,C00366,Ahmedabad,Jaipur,in_transit,delayed,42,1438.02,2026-01-26T23:03:00
E00036601,S0002680,T00591,C00747,Delhi,Mumbai,in_transit,at_hub,19,2197.52,2026-01-26T23:03:00
E00039469,S0002287,T00337,C00311,Surat,Surat,picked_up,on_time,20,1866.65,2026-01-26T23:04:00
E00040227,S0004662,T00293,C00323,Bengaluru,Surat,picked_up,on_time,40,2078.03,2026-01-26T23:08:00
E00033374,S0006370,T00493,C00932,Jaipur,Jaipur,at_hub,delayed,13,1087.6,2026-01-26T23:09:00
E00022125,S0007448,T00388,C00961,Delhi,Jaipur,delayed,delayed,16,768.13,2026-01-26T23:13:00
E00024445,S0003771,T00445,C00535,Ahmedabad,Delhi,picked_up,at_hub,45,43.04,2026-01-26T23:15:00
E00029452,S0000620,T00586,C00632,Pune,Mumbai,delivered,delayed,31,1986.66,2026-01-26T23:15:00
E00018794,S0002064,T00091,C00618,Mumbai,Pune,at_hub,delayed,39,1087.43,2026-01-26T23:18:00
E00039171,S0004141,T00048,C00620,Bengaluru,Hyderabad,picked_up,at_hub,3,973.05,2026-01-26T23:19:00
E00000830,S0002094,T00092,C00158,Jaipur,Surat,in_transit,at_hub,11,427.13,2026-01-26T23:21:00
E00000932,S0007928,T00207,C00279,Hyderabad,Mumbai,delayed,delayed,115,2377.78,2026-01-26T23:21:00
E00001631,S0003650,T00525,C00789,Surat,Pune,delivered,on_time,1,286.17,2026-01-26T23:25:00
E00012162,S0001862,T00287,C00473,Mumbai,Delhi,in_transit,delayed,11,1158.43,2026-01-26T23:25:00
E00044517,S0004459,T00117,C00622,Ahmedabad,Mumbai,in_transit,on_time,19,547.18,2026-01-26T23:26:00
E00034860,S0001608,T00373,C00753,Hyderabad,Hyderabad,delivered,on_time,20,2258.58,2026-01-26T23:31:00
E00045064,S0007884,T00337,C00573,Delhi,Bengaluru,in_transit,at_hub,15,1415.22,2026-01-26T23:36:00
E00035472,S0000833,T00449,C00743,Mumbai,Mumbai,delayed,delayed,29,382.86,2026-01-26T23:38:00
E00020557,S0002111,T00273,C00648,Mumbai,Pune,delivered,at_hub,14,545.15,2026-01-26T23:39:00
E00031698,S0000140,T00138,C00635,Surat,Ahmedabad,delivered,on_time,36,2476.66,2026-01-26T23:43:00
E00029799,S0001619,T00325,C00908,Pune,Bengaluru,delivered,delayed,18,818.23,2026-01-26T23:43:00
E00032800,S0005394,T00285,C00788,Hyderabad,Bengaluru,in_transit,at_hub,22,2315.33,2026-01-26T23:46:00
E00008961,S0001388,T00084,C00832,Bengaluru,Ahmedabad,picked_up,delayed,17,2126.13,2026-01-26T23:49:00
E00022053,S0000547,T00517,C00475,Delhi,Ahmedabad,in_transit,at_hub,22,1954.9,2026-01-26T23:51:00
E00010510,S0002934,T00521,C00991,Surat,Hyderabad,delayed,delayed,68,543.05,2026-01-26T23:53:00
E00041729,S0002655,T00002,C00265,Ahmedabad,Surat,at_hub,delayed,33,1305.2,2026-01-26T23:55:00
E00020894,S0001534,T00024,C00656,Surat,Bengaluru,delayed,delayed,83,1990.98,2026-01-26T23:56:00
E00012065,S0002440,T00380,C00840,Hyderabad,Delhi,picked_up,at_hub,12,2444.99,2026-01-27T00:03:00
E00034325,S0000041,T00350,C00414,Mumbai,Bengaluru,at_hub,on_time,37,497.11,2026-01-27T00:03:00
E00019398,S0002779,T00259,C00830,Pune,Jaipur,picked_up,at_hub,9,985.7,2026-01-27T00:04:00
E00048224,S0001504,T00364,C00624,Ahmedabad,Pune,delayed,delayed,162,2178.99,2026-01-27T00:04:00
E00004495,S0000192,T00134,C00876,Jaipur,Bengaluru,picked_up,at_hub,33,737.02,2026-01-27T00:08:00
E00003258,S0002280,T00493,C00697,Pune,Surat,picked_up,on_time,20,2286.99,2026-01-27T00:16:00
E00019464,S0003290,T00281,C00173,Hyderabad,Bengaluru,in_transit,delayed,22,84.37,2026-01-27T00:18:00
E00015376,S0007522,T00121,C00444,Pune,Delhi,delivered,at_hub,22,1730.0,2026-01-27T00:26:00
E00016921,S0006480,T00405,C00772,Pune,Jaipur,at_hub,on_time,38,1223.81,2026-01-27T00:30:00
E00034482,S0003070,T00192,C00997,Surat,Pune,picked_up,at_hub,14,1656.97,2026-01-27T00:30:00
E00038034,S0002136,T00541,C00756,Pune,Mumbai,delivered,at_hub,42,2411.21,2026-01-27T00:31:00
E00029204,S0003519,T00011,C00518,Ahmedabad,Mumbai,delivered,at_hub,31,620.79,2026-01-27T00:32:00
E00031682,S0000475,T00378,C00300,Jaipur,Surat,picked_up,delayed,20,709.17,2026-01-27T00:33:00
E00046916,S0006967,T00491,C00702,Delhi,Hyderabad,picked_up,at_hub,17,1021.71,2026-01-27T00:33:00
E00030302,S0005909,T00442,C00511,Pune,Surat,delivered,delayed,42,96.37,2026-01-27T00:34:00
E00020520,S0006977,T00216,C00948,Mumbai,Jaipur,at_hub,delayed,37,540.68,2026-01-27T00:35:00
E00008979,S0003934,T00542,C00809,Pune,Delhi,at_hub,delayed,19,2122.02,2026-01-27T00:35:00
E00036327,S0006086,T00322,C00504,Hyderabad,Hyderabad,picked_up,delayed,17,1998.9,2026-01-27T00:35:00
E00031269,S0007015,T00554,C00706,Delhi,Ahmedabad,picked_up,delayed,19,478.43,2026-01-27T00:35:00
E00020612,S0000765,T00488,C00181,Jaipur,Ahmedabad,at_hub,on_time,2,929.9,2026-01-27T00:36:00
E00017539,S0003869,T00591,C00432,Surat,Bengaluru,at_hub,at_hub,44,1146.95,2026-01-27T00:43:00
E00046526,S0002544,T00310,C00162,Delhi,Jaipur,delivered,at_hub,21,711.48,2026-01-27T00:46:00
E00006672,S0001486,T00270,C00829,Hyderabad,Bengaluru,delivered,at_hub,34,1536.55,2026-01-27T00:47:00
E00043430,S0004771,T00489,C00822,Ahmedabad,Delhi,in_transit,on_time,36,2138.89,2026-01-27T00:47:00
E00044335,S0005048,T00288,C00815,Hyderabad,Pune,in_transit,on_time,24,2217.34,2026-01-27T00:51:00
E00018967,S0002630,T00450,C00581,Mumbai,Surat,delayed,delayed,70,1080.68,2026-01-27T00:53:00
E00017268,S0002059,T00205,C00723,Ahmedabad,Delhi,in_transit,at_hub,13,1565.62,2026-01-27T00:56:00
E00040753,S0003047,T00139,C00546,Pune,Surat,in_transit,on_time,27,1131.19,2026-01-27T00:57:00
E00029700,S0002727,T00145,C00197,Mumbai,Mumbai,delivered,at_hub,5,1042.25,2026-01-27T00:57:00
E00001208,S0006080,T00166,C00445,Pune,Mumbai,in_transit,at_hub,12,65.49,2026-01-27T00:58:00
E00015813,S0006043,T00018,C00460,Hyderabad,Delhi,in_transit,at_hub,44,2433.82,2026-01-27T01:02:00
E00035166,S0004287,T00041,C00658,Jaipur,Pune,in_transit,on_time,41,1893.61,2026-01-27T01:09:00
E00017629,S0005069,T00028,C00198,Surat,Jaipur,delayed,delayed,110,37.53,2026-01-27T01:13:00
E00012772,S0007379,T00522,C00498,Hyderabad,Jaipur,delayed,delayed,152,1420.88,2026-01-27T01:16:00
E00037211,S0000810,T00239,C00987,Jaipur,Hyderabad,in_transit,at_hub,7,1757.02,2026-01-27T01:26:00
E00006942,S0000672,T00355,C00241,Hyderabad,Ahmedabad,delivered,delayed,20,2235.41,2026-01-27T01:31:00
E00041147,S0002338,T00022,C00412,Ahmedabad,Jaipur,in_transit,delayed,25,857.06,2026-01-27T01:33:00
E00049542,S0003466,T00130,C00195,Surat,Jaipur,in_transit,on_time,2,2118.58,2026-01-27T01:40:00
E00017519,S0006441,T00293,C00391,Ahmedabad,Bengaluru,delivered,on_time,35,2312.77,2026-01-27T01:43:00
E00031272,S0003415,T00253,C00878,Surat,Delhi,at_hub,on_time,43,1044.72,2026-01-27T01:43:00
E00024561,S0000553,T00344,C00507,Jaipur,Hyderabad,at_hub,at_hub,35,1796.53,2026-01-27T01:46:00
E00008668,S0007132,T00024,C00902,Pune,Mumbai,delayed,delayed,125,1739.68,2026-01-27T01:48:00
E00025029,S0002290,T00315,C00057,Delhi,Ahmedabad,delayed,delayed,176,1794.35,2026-01-27T01:49:00
E00021336,S0007124,T00460,C00644,Jaipur,Hyderabad,delayed,delayed,54,393.82,2026-01-27T01:55:00
E00026887,S0002504,T00069,C00607,Jaipur,Ahmedabad,delayed,delayed,27,1539.89,2026-01-27T01:58:00
E00019828,S0005417,T00092,C00368,Hyderabad,Delhi,delayed,delayed,20,616.72,2026-01-27T02:05:00
E00030467,S0003797,T00517,C00850,Delhi,Surat,picked_up,on_time,33,890.4,2026-01-27T02:06:00
E00048791,S0005878,T00397,C00656,Jaipur,Hyderabad,at_hub,delayed,39,1318.14,2026-01-27T02:07:00
E00015778,S0001012,T00159,C00085,Mumbai,Bengaluru,at_hub,delayed,15,2127.56,2026-01-27T02:08:00
E00001089,S0007021,T00133,C00452,Bengaluru,Bengaluru,delivered,delayed,26,213.31,2026-01-27T02:08:00
E00010183,S0000445,T00527,C00044,Hyderabad,Hyderabad,at_hub,on_time,24,1629.72,2026-01-27T02:09:00
E00038193,S0003027,T00499,C00358,Surat,Jaipur,delayed,delayed,45,800.33,2026-01-27T02:09:00
E00026777,S0005838,T00264,C00617,Delhi,Delhi,delayed,delayed,137,777.65,2026-01-27T02:09:00
E00014827,S0003108,T00189,C00531,Pune,Bengaluru,in_transit,delayed,36,908.52,2026-01-27T02:30:00
E00015822,S0007578,T00478,C00418,Ahmedabad,Hyderabad,in_transit,on_time,30,1630.41,2026-01-27T02:33:00
E00047637,S0001017,T00190,C00056,Pune,Pune,at_hub,delayed,1,1797.08,2026-01-27T02:36:00
E00004511,S0007819,T00068,C00493,Mumbai,Surat,picked_up,on_time,45,2481.0,2026-01-27T02:38:00
E00030198,S0001909,T00182,C00567,Pune,Surat,at_hub,at_hub,43,439.09,2026-01-27T02:38:00
